"dataset","sample.id.tumor","sample.id.normal","chrom","seg","num.mark","nhet","cnlr.median","mafR","segclust","cnlr.median.clust","mafR.clust","start","end","cf.em","tcn.em","lcn.em","svtype","svlen","copy.number.simple","copy.number.category","length","gene_name","Is.TF.","DBD","Group_kinase","Family_kinase","median.CRISPR","mean.CRISPR","sd.CRISPR","min.CRISPR","Tier.COSMIC","Hallmark.COSMIC","Role.in.Cancer.COSMIC","Mutation.Types.COSMIC","Translocation.Partner.COSMIC","Is.Oncogene.oncoKB","Is.Tumor.Suppressor.Gene.oncoKB","OncoKB.Annotated.oncoKB","pubmed_invasion","pubmed_cancer","pubmed_growth","pubmed_migration","pubmed_prolifiration","PPI_count","GO_terms","expr","Primary_Site","Primary_Subsite","Sample_Id_DNA_T","Primary_Site_and_Subsite","matching_normal_tissue","normal_tissue_mean_expr"
"MET500","SRR4306340","SRR4306076","12",56,407,35,2.76247490545087,21.5264246719832,77,2.77010494882727,21.5264246719832,208408,1996345,0.732009454501311,31,0,NA,NA,NA,NA,1787937,"WNT5B","No_data","No_data","No_data","No_data",-0.024,-0.025,0.117,-0.585,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",3,63,6,16,32,3,31,41.13,"Bladder","Bladder, NOS","SRR4306340","Bladder - Bladder, NOS","Bladder",13.361407
"MET500","SRR4306340","SRR4306076","12",56,407,35,2.76247490545087,21.5264246719832,77,2.77010494882727,21.5264246719832,208408,1996345,0.732009454501311,31,0,NA,NA,NA,NA,1787937,"FBXL14","No_data","No_data","No_data","No_data",0.044,0.039,0.166,-0.909,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,10,0,1,0,0,0,116.04,"Bladder","Bladder, NOS","SRR4306340","Bladder - Bladder, NOS","Bladder",5.578975
"MET500","SRR4306340","SRR4306076","12",56,407,35,2.76247490545087,21.5264246719832,77,2.77010494882727,21.5264246719832,208408,1996345,0.732009454501311,31,0,NA,NA,NA,NA,1787937,"ADIPOR2","No_data","No_data","No_data","No_data",-0.009,-0.023,0.141,-1.566,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",1,91,10,6,40,0,18,178.04,"Bladder","Bladder, NOS","SRR4306340","Bladder - Bladder, NOS","Bladder",23.425371
"MET500","SRR4306340","SRR4306076","12",56,407,35,2.76247490545087,21.5264246719832,77,2.77010494882727,21.5264246719832,208408,1996345,0.732009454501311,31,0,NA,NA,NA,NA,1787937,"CACNA2D4","No_data","No_data","No_data","No_data",0.029,0.031,0.101,-0.438,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,5,1,0,1,1,3,11.8,"Bladder","Bladder, NOS","SRR4306340","Bladder - Bladder, NOS","Bladder",3.605002
"MET500","SRR4306340","SRR4306076","12",56,407,35,2.76247490545087,21.5264246719832,77,2.77010494882727,21.5264246719832,208408,1996345,0.732009454501311,31,0,NA,NA,NA,NA,1787937,"LRTM2","No_data","No_data","No_data","No_data",0.104,0.104,0.102,-0.38,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0,12,0.28,"Bladder","Bladder, NOS","SRR4306340","Bladder - Bladder, NOS","Bladder",0.002559
"MET500","SRR4306948","SRR4306947","18",98,96,20,2.23982626446989,0.463809413521299,47,2.23982626446989,0.463809413521299,480761,1276106,0.675019755675239,17,6,NA,NA,NA,NA,795345,"COLEC12","No_data","No_data","No_data","No_data",0.131,0.137,0.123,-0.402,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,9,0,1,2,0,15,59.79,"Breast","Breast, NOS","SRR4306948","Breast - Breast, NOS","Breast",8.339726
"MET500","SRR4306948","SRR4306947","18",98,96,20,2.23982626446989,0.463809413521299,47,2.23982626446989,0.463809413521299,480761,1276106,0.675019755675239,17,6,NA,NA,NA,NA,795345,"CETN1","No_data","No_data","No_data","No_data",0.206,0.206,0.09,-0.291,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,5,0,0,0,0,4,0,"Breast","Breast, NOS","SRR4306948","Breast - Breast, NOS","Breast",0.003826
"MET500","SRR4306948","SRR4306947","18",98,96,20,2.23982626446989,0.463809413521299,47,2.23982626446989,0.463809413521299,480761,1276106,0.675019755675239,17,6,NA,NA,NA,NA,795345,"CLUL1","No_data","No_data","No_data","No_data",0.083,0.081,0.096,-0.536,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0,0,88.53,"Breast","Breast, NOS","SRR4306948","Breast - Breast, NOS","Breast",0.267943
"MET500","SRR4306948","SRR4306947","18",98,96,20,2.23982626446989,0.463809413521299,47,2.23982626446989,0.463809413521299,480761,1276106,0.675019755675239,17,6,NA,NA,NA,NA,795345,"C18orf56","No_data","No_data","No_data","No_data",NA,NA,NA,NA,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0,0,NA,NA,NA,NA,"NA - NA",NA,NA
"MET500","SRR4306948","SRR4306947","18",98,96,20,2.23982626446989,0.463809413521299,47,2.23982626446989,0.463809413521299,480761,1276106,0.675019755675239,17,6,NA,NA,NA,NA,795345,"TYMS","No_data","No_data","No_data","No_data",-0.44,-0.693,0.646,-3.935,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",1,438,12,3,26,7,36,252.38,"Breast","Breast, NOS","SRR4306948","Breast - Breast, NOS","Breast",4.756828
"MET500","SRR4306948","SRR4306947","18",98,96,20,2.23982626446989,0.463809413521299,47,2.23982626446989,0.463809413521299,480761,1276106,0.675019755675239,17,6,NA,NA,NA,NA,795345,"ENOSF1","No_data","No_data","No_data","No_data",0.142,0.143,0.105,-0.214,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,15,3,0,1,0,1,647.37,"Breast","Breast, NOS","SRR4306948","Breast - Breast, NOS","Breast",57.281605
"MET500","SRR4306948","SRR4306947","18",98,96,20,2.23982626446989,0.463809413521299,47,2.23982626446989,0.463809413521299,480761,1276106,0.675019755675239,17,6,NA,NA,NA,NA,795345,"YES1","No_data","No_data","TK","Src",0.004,-0.006,0.131,-0.851,"No_data","No_data","No_data","No_data","No_data","Yes","No","Yes",5,82,8,6,28,16,71,149.91,"Breast","Breast, NOS","SRR4306948","Breast - Breast, NOS","Breast",16.223352
"MET500","SRR4306948","SRR4306947","18",98,96,20,2.23982626446989,0.463809413521299,47,2.23982626446989,0.463809413521299,480761,1276106,0.675019755675239,17,6,NA,NA,NA,NA,795345,"ADCYAP1","No_data","No_data","No_data","No_data",0.343,0.343,0.112,-0.224,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,14,0,0,1,3,36,0.04,"Breast","Breast, NOS","SRR4306948","Breast - Breast, NOS","Breast",0.582367
"MET500","SRR4307086","SRR4307085","11",141,46,6,2.08663308870381,3.79649520195432,95,2.08663308870381,NA,3188102,3552850,0.93040610117245,15,NA,NA,NA,NA,NA,364748,"MRGPRG","No_data","No_data","No_data","No_data",0.062,0.063,0.137,-0.436,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0,0,0,"Connective, subcutaneous and other soft tissues","Connective tissue leg","SRR4307086","Connective, subcutaneous and other soft tissues - Connective tissue leg",NA,NA
"MET500","SRR4307086","SRR4307085","11",141,46,6,2.08663308870381,3.79649520195432,95,2.08663308870381,NA,3188102,3552850,0.93040610117245,15,NA,NA,NA,NA,NA,364748,"MRGPRE","No_data","No_data","No_data","No_data",0.041,0.033,0.143,-0.52,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0,0,0,"Connective, subcutaneous and other soft tissues","Connective tissue leg","SRR4307086","Connective, subcutaneous and other soft tissues - Connective tissue leg",NA,NA
"MET500","SRR4307086","SRR4307085","11",141,46,6,2.08663308870381,3.79649520195432,95,2.08663308870381,NA,3188102,3552850,0.93040610117245,15,NA,NA,NA,NA,NA,364748,"ZNF195","Yes","C2H2 ZF","No_data","No_data",0.108,0.104,0.105,-0.336,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,4,0,1,1,0,0,87.46,"Connective, subcutaneous and other soft tissues","Connective tissue leg","SRR4307086","Connective, subcutaneous and other soft tissues - Connective tissue leg",NA,NA
"MET500","SRR4307834","SRR4307833","1",3,305,27,1.823116955103,5.78480351123986,36,1.823116955103,5.78480351123986,3301838,4848048,0.430163764821572,16,0,NA,NA,NA,NA,1546210,"PRDM16","Yes","C2H2 ZF","No_data","No_data",-0.133,-0.139,0.12,-0.858,"1","Yes","oncogene, fusion","T","MECOM","No_data","No_data","No_data",0,47,7,3,17,2,37,7.68,"Esophagus","Esophagus, NOS","SRR4307834","Esophagus - Esophagus, NOS","Esophagus",0.773782
"MET500","SRR4307834","SRR4307833","1",3,305,27,1.823116955103,5.78480351123986,36,1.823116955103,5.78480351123986,3301838,4848048,0.430163764821572,16,0,NA,NA,NA,NA,1546210,"ARHGEF16","No_data","No_data","No_data","No_data",-0.055,-0.059,0.116,-0.645,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,4,0,3,2,0,10,117.86,"Esophagus","Esophagus, NOS","SRR4307834","Esophagus - Esophagus, NOS","Esophagus",3.810552
"MET500","SRR4307834","SRR4307833","1",3,305,27,1.823116955103,5.78480351123986,36,1.823116955103,5.78480351123986,3301838,4848048,0.430163764821572,16,0,NA,NA,NA,NA,1546210,"MEGF6","No_data","No_data","No_data","No_data",0.073,0.069,0.126,-0.69,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,3,1,1,1,0,0,312.67,"Esophagus","Esophagus, NOS","SRR4307834","Esophagus - Esophagus, NOS","Esophagus",11.63178
"MET500","SRR4307834","SRR4307833","1",3,305,27,1.823116955103,5.78480351123986,36,1.823116955103,5.78480351123986,3301838,4848048,0.430163764821572,16,0,NA,NA,NA,NA,1546210,"TPRG1L","No_data","No_data","No_data","No_data",-0.035,-0.038,0.142,-0.548,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0,4,355.07,"Esophagus","Esophagus, NOS","SRR4307834","Esophagus - Esophagus, NOS","Esophagus",34.775516
"MET500","SRR4307834","SRR4307833","1",3,305,27,1.823116955103,5.78480351123986,36,1.823116955103,5.78480351123986,3301838,4848048,0.430163764821572,16,0,NA,NA,NA,NA,1546210,"WRAP73","No_data","No_data","No_data","No_data",-0.102,-0.127,0.171,-1.072,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,2,0,8,213.88,"Esophagus","Esophagus, NOS","SRR4307834","Esophagus - Esophagus, NOS","Esophagus",15.136922
"MET500","SRR4307834","SRR4307833","1",3,305,27,1.823116955103,5.78480351123986,36,1.823116955103,5.78480351123986,3301838,4848048,0.430163764821572,16,0,NA,NA,NA,NA,1546210,"TP73","Yes","p53","No_data","No_data",-0.085,-0.091,0.153,-1.028,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",4,243,11,17,61,9,58,76.88,"Esophagus","Esophagus, NOS","SRR4307834","Esophagus - Esophagus, NOS","Esophagus",0.25349
"MET500","SRR4307834","SRR4307833","1",3,305,27,1.823116955103,5.78480351123986,36,1.823116955103,5.78480351123986,3301838,4848048,0.430163764821572,16,0,NA,NA,NA,NA,1546210,"CCDC27","No_data","No_data","No_data","No_data",-0.103,-0.105,0.122,-0.73,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0,0,0.04,"Esophagus","Esophagus, NOS","SRR4307834","Esophagus - Esophagus, NOS","Esophagus",0.002595
"MET500","SRR4307834","SRR4307833","1",3,305,27,1.823116955103,5.78480351123986,36,1.823116955103,5.78480351123986,3301838,4848048,0.430163764821572,16,0,NA,NA,NA,NA,1546210,"SMIM1","No_data","No_data","No_data","No_data",-0.079,-0.083,0.133,-0.541,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,2,0,0,0,0,0,309.99,"Esophagus","Esophagus, NOS","SRR4307834","Esophagus - Esophagus, NOS","Esophagus",1.569168
"MET500","SRR4307834","SRR4307833","1",3,305,27,1.823116955103,5.78480351123986,36,1.823116955103,5.78480351123986,3301838,4848048,0.430163764821572,16,0,NA,NA,NA,NA,1546210,"LRRC47","No_data","No_data","No_data","No_data",0.092,0.091,0.117,-0.476,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,1,0,0,0,0,1,334.56,"Esophagus","Esophagus, NOS","SRR4307834","Esophagus - Esophagus, NOS","Esophagus",29.650818
"MET500","SRR4307834","SRR4307833","1",3,305,27,1.823116955103,5.78480351123986,36,1.823116955103,5.78480351123986,3301838,4848048,0.430163764821572,16,0,NA,NA,NA,NA,1546210,"CEP104","No_data","No_data","No_data","No_data",-0.056,-0.061,0.133,-0.535,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,1,0,0,0,0,0,210.77,"Esophagus","Esophagus, NOS","SRR4307834","Esophagus - Esophagus, NOS","Esophagus",12.041974
"MET500","SRR4307834","SRR4307833","1",3,305,27,1.823116955103,5.78480351123986,36,1.823116955103,5.78480351123986,3301838,4848048,0.430163764821572,16,0,NA,NA,NA,NA,1546210,"DFFB","No_data","No_data","No_data","No_data",-0.01,-0.006,0.168,-0.73,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,8,0,0,0,0,6,22.12,"Esophagus","Esophagus, NOS","SRR4307834","Esophagus - Esophagus, NOS","Esophagus",3.24901
"MET500","SRR4307834","SRR4307833","1",3,305,27,1.823116955103,5.78480351123986,36,1.823116955103,5.78480351123986,3301838,4848048,0.430163764821572,16,0,NA,NA,NA,NA,1546210,"C1orf174","No_data","No_data","No_data","No_data",0.007,0.005,0.11,-0.554,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0,0,180.97,"Esophagus","Esophagus, NOS","SRR4307834","Esophagus - Esophagus, NOS","Esophagus",14.723002
"MET500","SRR4307834","SRR4307833","1",3,305,27,1.823116955103,5.78480351123986,36,1.823116955103,5.78480351123986,3301838,4848048,0.430163764821572,16,0,NA,NA,NA,NA,1546210,"AJAP1","No_data","No_data","No_data","No_data",0.063,0.062,0.115,-0.34,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",2,21,0,6,5,1,18,0.06,"Esophagus","Esophagus, NOS","SRR4307834","Esophagus - Esophagus, NOS","Esophagus",0.198884
"MET500","SRR4307106","SRR4307105","12",52,91,4,2.09747279366194,12.9621350112157,52,2.09747279366194,NA,3645799,3951874,0.708676686941294,17,NA,NA,NA,NA,NA,306075,"PRMT8","No_data","No_data","No_data","No_data",0.082,0.084,0.082,-0.24,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,6,0,0,2,1,9,0.08,"Esophagus","Esophagus, NOS","SRR4307106","Esophagus - Esophagus, NOS","Esophagus",0.006003
"MET500","SRR4307106","SRR4307105","12",52,91,4,2.09747279366194,12.9621350112157,52,2.09747279366194,NA,3645799,3951874,0.708676686941294,17,NA,NA,NA,NA,NA,306075,"EFCAB4B","No_data","No_data","No_data","No_data",NA,NA,NA,NA,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,2,0,0,0,0,0,NA,NA,NA,NA,"NA - NA",NA,NA
"MET500","SRR4307106","SRR4307105","12",52,91,4,2.09747279366194,12.9621350112157,52,2.09747279366194,NA,3645799,3951874,0.708676686941294,17,NA,NA,NA,NA,NA,306075,"PARP11","No_data","No_data","No_data","No_data",0.016,0.012,0.133,-0.663,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0,0,17.61,"Esophagus","Esophagus, NOS","SRR4307106","Esophagus - Esophagus, NOS","Esophagus",1.931873
"MET500","SRR4306340","SRR4306076","12",58,55,5,1.8737528720488,21.8410588017001,70,1.91235037515129,NA,3916243,4553383,0.732009454501311,16,NA,NA,NA,NA,NA,637140,"PARP11","No_data","No_data","No_data","No_data",0.016,0.012,0.133,-0.663,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0,0,13.51,"Bladder","Bladder, NOS","SRR4306340","Bladder - Bladder, NOS","Bladder",3.837056
"MET500","SRR4306340","SRR4306076","12",58,55,5,1.8737528720488,21.8410588017001,70,1.91235037515129,NA,3916243,4553383,0.732009454501311,16,NA,NA,NA,NA,NA,637140,"CCND2","No_data","No_data","No_data","No_data",-0.053,-0.114,0.313,-2.704,"1","Yes","oncogene, fusion","T","IGL","Yes","No","Yes",4,282,42,20,171,13,50,152.72,"Bladder","Bladder, NOS","SRR4306340","Bladder - Bladder, NOS","Bladder",20.112214
"MET500","SRR4306340","SRR4306076","12",58,55,5,1.8737528720488,21.8410588017001,70,1.91235037515129,NA,3916243,4553383,0.732009454501311,16,NA,NA,NA,NA,NA,637140,"C12orf5","No_data","No_data","No_data","No_data",NA,NA,NA,NA,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,4,1,0,2,1,0,NA,NA,NA,NA,"NA - NA",NA,NA
"MET500","SRR4306340","SRR4306076","12",58,55,5,1.8737528720488,21.8410588017001,70,1.91235037515129,NA,3916243,4553383,0.732009454501311,16,NA,NA,NA,NA,NA,637140,"FGF23","No_data","No_data","No_data","No_data",0.147,0.147,0.103,-0.212,"No_data","No_data","No_data","No_data","No_data","Yes","No","Yes",0,90,11,7,34,20,55,4.91,"Bladder","Bladder, NOS","SRR4306340","Bladder - Bladder, NOS","Bladder",0.000997
"MET500","SRR4306340","SRR4306076","12",58,55,5,1.8737528720488,21.8410588017001,70,1.91235037515129,NA,3916243,4553383,0.732009454501311,16,NA,NA,NA,NA,NA,637140,"FGF6","No_data","No_data","No_data","No_data",0.202,0.202,0.112,-0.368,"No_data","No_data","No_data","No_data","No_data","Yes","No","Yes",0,16,2,1,5,27,18,0,"Bladder","Bladder, NOS","SRR4306340","Bladder - Bladder, NOS","Bladder",0.009099
"MET500","SRR4307593","SRR4307592","12",63,17,1,2.27666695427344,5.48569540275324,49,2.29946963025409,NA,3950457,4430706,0.672697556320016,23,NA,NA,NA,NA,NA,480249,"PARP11","No_data","No_data","No_data","No_data",0.016,0.012,0.133,-0.663,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0,0,16.41,"Breast","Breast, NOS","SRR4307593","Breast - Breast, NOS","Breast",3.434262
"MET500","SRR4307593","SRR4307592","12",63,17,1,2.27666695427344,5.48569540275324,49,2.29946963025409,NA,3950457,4430706,0.672697556320016,23,NA,NA,NA,NA,NA,480249,"CCND2","No_data","No_data","No_data","No_data",-0.053,-0.114,0.313,-2.704,"1","Yes","oncogene, fusion","T","IGL","Yes","No","Yes",4,282,42,20,171,13,50,667.42,"Breast","Breast, NOS","SRR4307593","Breast - Breast, NOS","Breast",12.125733
"MET500","SRR4307593","SRR4307592","12",63,17,1,2.27666695427344,5.48569540275324,49,2.29946963025409,NA,3950457,4430706,0.672697556320016,23,NA,NA,NA,NA,NA,480249,"C12orf5","No_data","No_data","No_data","No_data",NA,NA,NA,NA,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,4,1,0,2,1,0,NA,NA,NA,NA,"NA - NA",NA,NA
"MET500","SRR4306836","SRR4306835","12",44,198,14,2.4642981619558,5.77221424918138,38,2.4642981619558,NA,4383320,5541634,0.262601008262693,37,NA,NA,NA,NA,NA,1158314,"CCND2","No_data","No_data","No_data","No_data",-0.053,-0.114,0.313,-2.704,"1","Yes","oncogene, fusion","T","IGL","Yes","No","Yes",4,282,42,20,171,13,50,400.5,"Colon","Colon, NOS","SRR4306836","Colon - Colon, NOS","Colon",24.251465
"MET500","SRR4306836","SRR4306835","12",44,198,14,2.4642981619558,5.77221424918138,38,2.4642981619558,NA,4383320,5541634,0.262601008262693,37,NA,NA,NA,NA,NA,1158314,"C12orf5","No_data","No_data","No_data","No_data",NA,NA,NA,NA,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,4,1,0,2,1,0,NA,NA,NA,NA,"NA - NA",NA,NA
"MET500","SRR4306836","SRR4306835","12",44,198,14,2.4642981619558,5.77221424918138,38,2.4642981619558,NA,4383320,5541634,0.262601008262693,37,NA,NA,NA,NA,NA,1158314,"FGF23","No_data","No_data","No_data","No_data",0.147,0.147,0.103,-0.212,"No_data","No_data","No_data","No_data","No_data","Yes","No","Yes",0,90,11,7,34,20,55,0.17,"Colon","Colon, NOS","SRR4306836","Colon - Colon, NOS","Colon",0.001631
"MET500","SRR4306836","SRR4306835","12",44,198,14,2.4642981619558,5.77221424918138,38,2.4642981619558,NA,4383320,5541634,0.262601008262693,37,NA,NA,NA,NA,NA,1158314,"FGF6","No_data","No_data","No_data","No_data",0.202,0.202,0.112,-0.368,"No_data","No_data","No_data","No_data","No_data","Yes","No","Yes",0,16,2,1,5,27,18,0,"Colon","Colon, NOS","SRR4306836","Colon - Colon, NOS","Colon",0.001334
"MET500","SRR4306836","SRR4306835","12",44,198,14,2.4642981619558,5.77221424918138,38,2.4642981619558,NA,4383320,5541634,0.262601008262693,37,NA,NA,NA,NA,NA,1158314,"C12orf4","No_data","No_data","No_data","No_data",0.068,0.067,0.112,-0.665,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0,28,153.46,"Colon","Colon, NOS","SRR4306836","Colon - Colon, NOS","Colon",5.133704
"MET500","SRR4306836","SRR4306835","12",44,198,14,2.4642981619558,5.77221424918138,38,2.4642981619558,NA,4383320,5541634,0.262601008262693,37,NA,NA,NA,NA,NA,1158314,"RAD51AP1","No_data","No_data","No_data","No_data",0.111,0.11,0.102,-0.379,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,39,0,1,10,2,20,42.3,"Colon","Colon, NOS","SRR4306836","Colon - Colon, NOS","Colon",1.101905
"MET500","SRR4306836","SRR4306835","12",44,198,14,2.4642981619558,5.77221424918138,38,2.4642981619558,NA,4383320,5541634,0.262601008262693,37,NA,NA,NA,NA,NA,1158314,"DYRK4","No_data","No_data","CMGC","DYRK",-0.006,-0.008,0.081,-0.515,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,4,0,0,0,0,7,76.79,"Colon","Colon, NOS","SRR4306836","Colon - Colon, NOS","Colon",29.040613
